Sample Name	Ag	Al	As	Au	B	Ba	Bi	C	Ca	Cd	Ce	Co	Cr	Cu	ENA	Fe	Ga	Ge	H	Hf	Hg	In	La	Mg	Mn	Mo	N	Nb	Nd	Ni	O	P	Pb	Pd	Pr	Pt	Re	Rh	S	Sb	Sc	Se	Si	Sm	Sn	Sol_Al	Sol_B	Sol_Ca	Sol_Ti	Sr	Ta	Te	Th	Ti	Tl	V	W	Y	Zn	Zr	Column1
CKD 157B		0.4	0.017					0.33				0.02	1.36	0.45		94.3965									0.44	0.7	0.0075			0.56		0.031							0.02				0.6		0.018									0.26		0.37	0.02				
CKD 157C		0.4	0.017					0.33				0.02	1.36	0.45		94.4045									0.44	0.7	0.0075			0.56		0.033							0.02				0.6		0.018									0.25		0.37	0.02				
CKD 157D		0.37	0.018					0.33				0.02	1.35	0.45		94.452									0.44	0.7				0.56		0.031							0.02				0.6		0.019									0.26		0.36	0.02				
CKD 158A		0.05						0.17					1.85	0.2		93.2									0.9	1.17	0.009			1.14		0.041							0.03				0.88											0.01		0.35					
CKD 158B		0.1	0.015					0.19					1.85	0.21		93.113									0.89	1.21	0.008			1.11		0.042											0.87		0.027									0.005		0.36					
CKD 159B		0.2	0.018					0.11					0.06	0.32		90.502									1.52	1.52	0.008			4.71		0.063							0.03				0.4		0.019									0.04		0.48					
CKD 159D		0.2	0.02					0.12					0.06	0.4		90.449									1.5	1.49				4.73		0.062							0.03				0.42		0.019									0.04		0.46					
CKD 160A		0.07	0.048					0.47					0.1	0.32		97.661									0.66	0.02	0.014			0.11		0.087							0.03				0.33		0.05									0.01		0.02					
CKD 160C		0.1	0.057					0.5					0.11	0.34		97.544									0.69	0.02	0.021			0.11		0.102											0.35		0.051											0.005					
CKD 161A		0.48						0.25					0.47	0.21		91.969									0.37	0.42	0.006			5.1		0.025							0.02				0.46											0.12		0.1					
CKD 161B		0.5	0.018					0.25				0.035	0.48	0.2		91.841									0.38	0.42	0.01			5.1		0.026							0.02				0.47		0.015									0.11		0.11	0.015				
CKD 161C		0.52	0.02					0.25				0.035	0.48	0.22		91.829									0.37	0.42				5.09		0.026							0.02				0.47		0.015									0.11		0.11	0.015				
CKD 162A		0.02	0.003					0.025				0.005	0.015	0.035		99.676									0.025	0.005				0.025		0.006							0.002				0.15		0.004									0.001			0.003				
CKD 163A		0.015	0.032					1.32				0.015	0.07	0.17		97.028									0.22	0.025				0.07		0.027							0.02				0.88		0.013									0.095							
CKD 164A			0.016					0.34				0.03	0.285	0.65		96.745									0.88	0.015		0.015		0.305		0.047	0.007						0.008	0.008			0.61		0.016									0.01		0.005	0.008				
CKD 166A		0.025	0.05					0.84				0.045	0.445	0.26		96.163									1.27	0.125		0.025		0.42		0.014							0.017	0.035			0.1		0.036											0.08	0.05				
CKD 167A		0.025	0.045					0.52				0.165	0.77	0.46		95.44									0.45	0.26		0.09		0.7		0.03							0.035				0.56		0.075						0.01			0.075		0.135	0.145			0.01	
CKD 169A		0.02	0.025		0.007			0.23				0.095	1.25	0.24		94.418									0.59	0.84		0.02		1.16		0.059							0.06				0.29		0.011						0.03			0.065		0.54	0.05				
CKD 170H		0.13	0.031					0.19				0.01	1.96	0.1		94.189									0.325	1.35		0.03		0.16		0.035							0.039				0.75		0.016									0.32		0.045	0.265		0.025	0.03	
CKD 171A		0.005	0.015					0.095				0.025	2.85	0.055		94.447									0.12	0.04		0.04		1.9		0.011							0.045	0.01			0.025		0.007									0.005		0.29	0.015				
CKD 180A		0.0001	0.00004		0.00003		0.00005	0.0008				0.0002	0.004	0.00005		99.98894									0.0001	0.004	0.0004	0.00002		0.0001		0.0001	0.00002						0.0002	0.00003		0.00005	0.0004		0.00002	  0.00010000					0.00002	0.00005		0.00007		0.00001	0.00005			0.00015	
CKD 180B		0.001						0.003					0.013	0.006		99.9021									0.047	0.001				0.018		0.004							0.0038				0.001														0.0001				
CKD 181A		0.016	0.027		0.0069		0.0001	0.225				0.05	0.66	0.093		95.4885									0.971	0.385	0.005	0.058		0.725		0.039	0.0005						0.007	0.016			0.435		0.113	  0.01400000					0.039			0.149		0.302	0.188			0.001	
CKD 182A		0.023	0.005		0.0003			1.38		  0.00005000		0.171	0.122	0.293		94.60815									0.37	0.011	0.0049	0.001		2.82		0.008	0.0004						0.006	0.001			0.123		0.004	  0.01700000					0.0002			0.004		0.027	0.016			0.001	
CKD 183A		0.15	0.005		0.0005		0.00005	0.047		  0.00012000	0.002	0.119	0.204	0.568		94.49563							0.0001		1.74	0.036	0.0036	0.006		1.09		0.009	0.0009						0.012	0.001			1.02		0.051	  0.14100000					0.0001			0.003		0.004	0.354			0.078	
CKD 184A		0.022	0.006		0.0005		0.001	1.013		  0.00012000	0.0001	0.007	2.33	0.089		93.57728							0.0001		2.23	0.016	0.0104	0.013		0.25		0.028	0.0002						0.01	0.002		0.008	0.348		0.008	  0.01600000					0.0002	0.0001		0.01		0.017	0.001			0.002	
CKD 185A		0.06	0.022		0.0116			0.566		  0.00004000		0.032	0.032	0.179		93.63126									0.715	0.123	0.0051	0.2		3.84		0.024	0.002						0.02	0.011			0.23		0.003	  0.05400000					0.085	0.005		0.022		0.178	0.001			0.002	
CKD 186A		0.042	0.007		0.0009			0.393		  0.00008000		0.006	1.51	0.227		93.07092									1.315	0.255	0.006	0.004		1.58		0.013	0.0001						0.007	0.002			1.41		0.018	  0.03800000					0.009			0.047		0.021	0.054			0.002	
CKD 187A		0.019	0.007		0.0006		0.003	0.119		  0.00003000	0.0002	0.071	3.51	0.036		93.01237									0.525	0.565	0.0122	0.028		0.085		0.035	0.003						0.018	0.023		0.004	0.567		0.013	  0.01700000					0.015	0.0001		0.087		0.558	0.67		0.0005	0.013	
CKD 187C		0.038	0.007		0.0006		0.003	0.118				0.071	3.5	0.041		92.9581									0.53	0.563	0.0153	0.028		0.085		0.035	0.003						0.013	0.023			0.588		0.014						0.016			0.11		0.559	0.67			0.011	
CKD 188A		0.093	0.005		0.0047		0.0005	0.332		  0.00005000		0.006	5.11	0.057		90.54005									0.169	1.28	0.0076	0.122		0.445		0.006	0.001						0.033	0.006			0.775		0.005	  0.08300000					0.022	0.001		0.034		0.802	0.091		0.0001	0.052	
CKD 189A		0.041	0.08		0.003		0.0015	0.175		  0.00003000		0.007	1.065	0.06		90.01397									0.262	0.837	0.004	0.017		5.34		0.032	0.002						0.051	0.003			0.286		0.029	  0.03900000					0.005	0.0001		0.326		0.054	1.3		0.0004	0.005	
CKD 217A			0.04					2.6				0.012	1.8	0.09		91.768									0.41	0.18				0.345		0.071	0.003						0.056	0.035			2.4		0.04									0.025		0.12	0.005				
CKD 218A		0.035						2.75				0.007	2.39	0.015		91.469									0.09	0.13				0.025		0.97	0.001						0.01	0.003			1.96		0.005									0.08		0.035				0.025	
CKD 219A		0.005	0.105					2.8				0.007	0.92	0.335		91.671									1.77	0.03				0.17		0.29							0.042	0.06			1.44		0.08									0.06		0.205	0.01				
CKD 220A		0.03	0.015					3.15				0.085	0.44	0.275		91.664									1.44	0.24				0.52		0.18	0.02						0.091	0.18			1.2		0.05									0.125		0.24	0.005			0.05	
CKD 221A		0.03	0.07					3.3				0.007	0.19	0.06		91.828									0.79	1.48				0.025		0.56							0.13	0.02			0.69		0.135									0.18		0.39	0.115				
CKD 222A		0.01	0.17					3.45				0.155	0.095	1.15		91.698								0.1	0.385	0.86				1.04		0.015							0.007	0.11			0.54		0.175											0.01	0.03				
CKD 223A		0.005	0.025					3.75				0.02	0.04	0.53		91.89								0.07	1.01	0.66				1.45		0.055							0.01	0.01			0.4		0.005									0.005		0.01	0.055				
CKD 224A		0.01	0.015					4.4				0.035	0.025	0.7		91.553								0.05	0.105	0.41				2.49		0.004							0.01	0.003			0.17		0.005											0.005	0.01				
CKD 232		0.01	0.006		0.00001		0.00001	1.93				0.004	1.19	0.038		91.84116								0.00001	0.09	0.85	0.0178	0.005		0.026		0.009	0.001						0.039	0.026			3.5		0.003							0.005		0.03		0.37	0.006		0.00001	0.003	
CKD 233		0.02	0.073		0.015			2.12				0.009	1.92	0.11		92.1739									0.26	0.023	0.0101	0.003		0.062		0.033	0.027						0.14	0.055		0.018	2.59		0.033									0.12		0.125	0.044			0.016	
CKD 234		0.03	0.01		0.007			2.46				0.007	0.46	0.275		91.969									1.39	0.21		0.001		0.305		0.38	0.002						0.068	0.002		0.006	2.02		0.036							0.02		0.082		0.21	0.005		0.003	0.042	
CKD 235		0.015	0.1		0.028		0.008	2.73			0.00001	0.12	0.41	0.157		91.75886							0.00001	0.0035	1.86	0.46	0.0096	0.028	0.00001	0.195		0.78	0.011		0.00001				0.035	0.016		0.005	0.92		0.024							0.033		0.065		0.082	0.125		0.013	0.008	
CKD 236		0.005	0.019		0.00001		0.007	2.85			0.0005	0.048	0.05	0.215		91.81347								0.075	1.08	0.064		0.00001		1.77		0.084	0.002						0.019	0.022		0.00001	1.65		0.12							0.005		0.004		0.013	0.015		0.003	0.066	
CKD 237		0.007	0.009					3.03			0.008	0.082	0.15	0.545		92.135							0.003	0.017	0.13	1.34		0.008		0.7		0.175	0.002						0.02	0.11			1.2		0.2							0.027		0.003		0.034	0.035			0.03	
CKD 238A		0.01	0.003		0.00001		0.00001	3.5			0.059	0.006	0.018	0.97		91.83846							0.016	0.039	0.43	0.002	0.0035	0.012		1.1		0.054	0.025						0.006	0.17		0.008	1.5		0.06							0.00001		0.023		0.11	0.013		0.024	0.00001	
CKD 239		0.05	0.037		0.00001		0.005	4.2			0.036	0.026	0.052	0.085		91.86097							0.016	0.038	0.76	0.007		0.00001	0.011	2.42		0.024	0.005		0.005				0.018	0.003		0.033	0.27		0.005							0.005		0.003		0.002	0.008		0.015	0.00001	
CKD 241B		0.003	0.002		0.001		0.001	1.84			0.0006	0.004	0.683	0.011		93.2464							0.0005	0.0005	0.06	0.61	0.0053	0.003	0.0002	0.021		0.007	0.001		0.0015				0.123	0.139			3.15		0.003									0.001		0.08	0.001		0.0005	0.0005	
CKD 242B		0.042	0.009		0.005		0.02	2.06			0.0002	0.004	0.031	0.04		92.6584							0.0005	0.0005	0.189	1.21	0.0092	0.009	0.0001	0.022		0.044	0.027		0.0001				0.028	0.005		0.002	2.81		0.01							0.02		0.28		0.46	0.004				
CKD 243		0.012	0.08		0.009		0.00001	2.23	0.00005		0.00001	0.022	0.378	0.175		93.05883							0.00001	0.00001	0.385	0.263		0.024	0.00001	0.08		0.162	0.04		0.00001				0.085	0.082		0.05	2.44		0.111							0.00001		0.013		0.258	0.026		0.016	0.00005	
CKD 243A		0.013	0.087		0.009		0.001	2.32				0.026	0.398	0.187		92.9857							0.0005	0.0005	0.422	0.262	0.0037	0.019	0.0001	0.085		0.173	0.055		0.001				0.082	0.086		0.055	2.39		0.114									0.023		0.154	0.029		0.018	0.0005	
CKD 243B		0.013	0.078		0.01			2.29			0.0005	0.027	0.394	0.191		92.9562							0.0005	0.0005	0.466	0.252	0.005	0.024	0.0001	0.098		0.173	0.013		0.0007				0.081	0.079		0.016	2.44		0.11									0.003		0.227	0.026		0.025	0.0005	
CKD 244		0.07	0.041		0.084		0.00001	2.6	0.0003		0.014	0.047	0.274	0.295		92.96087							0.005	0.033	0.665	0.053	0.0088	0.004	0.004	0.36		0.024	0.002		0.002				0.019	0.003		0.00001	2.11		0.177							0.00001		0.033		0.004	0.055		0.018	0.034	
CKD 244B		0.019	0.04		0.093		0.0005	2.57			0.018	0.049	0.36	0.308		93.0224							0.009	0.025	0.68	0.056		0.006	0.0034	0.336		0.022	0.002		0.0027				0.011	0.004			2.06		0.179									0.019		0.002	0.052		0.026	0.025	
CKD 244C		0.071	0.043		0.086			2.57			0.017	0.05	0.248	0.301		92.928							0.008	0.031	0.715	0.059		0.006		0.344		0.027	0.003						0.012	0.004			2.15		0.175									0.034		0.002	0.052		0.027	0.037	
CKD 245A		0.019	0.002		0.007		0.008	2.94				0.003	0.166	0.076		92.7115								0.003	1.38	0.114		0.001		0.161		0.41	0.015						0.039	0.05		0.036	1.58		0.076							0.018		0.087		0.073	0.021		0.0005	0.003	
CKD 245B		0.038	0.006		0.003		0.009	2.95				0.007	0.197	0.081		92.56								0.003	1.38	0.115		0.029		0.194		0.42	0.02						0.035	0.052		0.029	1.59		0.076							0.017		0.11		0.055	0.02			0.004	
CKD 246B		0.101	0.003		0.0005		0.001	2.73			0.007	0.012	1.16	1.39		92.6588							0.003	0.016	0.354	0.009		0.001	0.0012	0.065		0.66	0.002		0.001				0.02	0.004			0.76		0.002									0.014		0.013	0.011			0.0005	
CKD 247		0.013	0.009		0.00052		0.01	3.12	0.0005		0.048	0.092	0.054	0.815		92.84737							0.022	0.037	1.01	0.015		0.057	0.0136	0.42		0.095	0.002		0.006				0.005	0.002		0.00001	1.16		0.038							0.017		0.058		0.008	0.005		0.013	0.007	
CKD 247B		0.043	0.01		0.0005		0.007	3.09			0.053	0.095	0.041	0.822		92.7297							0.019	0.056	1.05	0.023		0.052	0.0094	0.437		0.098	0.002		0.005				0.0034	0.005			1.2		0.038							0.008		0.067		0.013	0.002		0.012	0.009	
CKD 248		0.045	0.019		0.036		0.004	3.41	0.003		0.023	0.016	0.022	0.117		92.9766							0.014	0.064	0.245	0.003	0.0044	0.005	0.005	0.7		0.05	0.012		0.002				0.006	0.012		0.003	1.81		0.015							0.004		0.17		0.171	0.003		0.015	0.015	
CKD 248B		0.026	0.018		0.039		0.002	3.34			0.03	0.014	0.022	0.124		93.1267							0.009	0.037	0.265	0.001		0.005	0.004	0.68		0.05	0.013		0.002				0.0033	0.017		0.005	1.82		0.017							0.002		0.163		0.142	0.001		0.009	0.013	
CKD 248C		0.028	0.019		0.038		0.002	3.39			0.036	0.013	0.052	0.132		93.0495							0.011	0.048	0.281	0.001		0.003		0.688		0.053	0.013						0.0035	0.017		0.007	1.78		0.016							0.003		0.133		0.162	0.001		0.008	0.012	
CKD 248D		0.015	0.021		0.038		0.003	3.46			0.03	0.009	0.057	0.122		92.9868							0.01	0.039	0.25	0.001		0.005		0.714		0.058	0.011						0.0042	0.015		0.009	1.79		0.018							0.005		0.111		0.193	0.001		0.01	0.014	
CKD 249B		0.105	0.017		0.016		0.006	4.06			0.021	0.013	0.102	0.474		92.9293							0.006	0.04	0.121	0.013		0.013	0.0033	1.16		0.26	0.013		0.0026				0.0078	0.005		0.005	0.47		0.007									0.046		0.019	0.011		0.006	0.048	
CKD 249C		0.032	0.016		0.017		0.004	4.06			0.017	0.014	0.148	0.486		92.9495							0.004	0.042	0.099	0.011		0.011		1.21		0.27	0.009						0.0075	0.005		0.002	0.49		0.002									0.026		0.026	0.009		0.006	0.027	
CKD 250	0.0001	0.01	0.0001	0.0001	0.0001		0.0001	1.12	0.0001		0.0001	0.085	0.61	0.22		79.33019								0.0001	0.32	0.005		0.0001		17.7		0.015	0.0001						0.024	0.0001		0.0001	0.55		0.009						0.0001	0.0001		0.0001		0.00001	0.0001		0.0001	0.0001	
CKD 251	0.0001	0.02	0.0001		0.0001		0.0001	2.25	0.0001		0.017	0.09	1.07	0.38		73.0438								0.022	1.97	0.12		0.1		19.7		0.017	0.009						0.015	0.0001		0.0001	1.14		0.01						0.0001	0.0001		0.005		0.02	0.0001		0.0001	0.0001	
CKD 252		0.01	0.0001		0.0001		0.0001	2.4	0.0001		0.0001	0.105	1.66	0.13		70.4136								0.125	1	0.005		0.0001		22		0.027	0.0001						0.008	0.0001		0.0001	2.06		0.005						0.0001	0.0001		0.02		0.03	0.0001		0.0001	0.0001	
CKD 253		0.035	0.0001		0.0001			2.45			0.018	0.105	2.92	0.29		67.4153								0.038	0.74	0.01		0.0001		23.6		0.06	0.0001						0.008	0.0001			2.28		0.005						0.0001			0.005		0.02	0.0001				
CKD 254		0.05	0.0001		0.0001			2.78			0.039	0.06	0.23	0.11		74.4995								0.058	4.5	0.41		0.26		14.3		0.043	0.012						0.018	0.0001			2.6		0.02						0.0001			0.005		0.005	0.0001				
CMSI 2182		0.112			0.0023			0.188					0.389	0.277		96.6187									1.44					0.166		0.013							0.046				0.305			  0.10600000	  0.00180000							0.285		0.158					
CMSI 2184		0.086			0.0042			0.392					0.174	0.03		97.17709									1.08					0.241		0.028							0.019				0.626			  0.08200000	  0.00370000							0.116		0.023					
CMSI 2185		0.201			0.0019			0.506					0.102	0.126		94.9855									0.755					0.314		0.034							0.012				1.96			  0.19700000	  0.00160000							0.76		0.241					
COGNE 4502								0.352					22.93			66.4713									2.91	0.12				7.02		0.028							0.0087				0.16																		
COGNE 5145								0.682					21.32			69.9396									5.9	0.24				1.68									0.0084				0.23																		
COGNE 5372								0.611					21.57			65.5954									8.03	0.07				3.94		0.028							0.0156				0.14																		
COGNE 5659								0.52					21.04			67.1367									8.63	0.1				2.33		0.031							0.0023				0.21																		
COGNE 5988								0.68					21.21			69.2382									6.4	0.11				1.77		0.032							0.0098				0.45													0.1					
CORUS N5334		0.002						0.079					0.09	0.22		97.716									1.08	0.04				0.13		0.049	0.24						0.33				0.013		0.011																
CORUS N5336		0.002						0.08					0.13	0.24		97.652									1.08	0.03				0.16		0.058	0.27						0.275				0.012		0.011																
CORUS N5340		0.036						0.17					0.98	0.15		96.79									1.21	0.03				0.12		0.012	0.25						0.028				0.215		0.009																
CORUS N5349		0.003						0.43					0.11	0.15		97.281									1.27	0.04				0.14		0.01	0.19						0.25				0.119		0.007																
CORUS N5353		0.003						0.32					0.11	0.19		97.179									1.4	0.05				0.26		0.015	0.185						0.12				0.154		0.014																
CORUS N5399		0.002						0.08					0.07	0.17		98.125									0.99	0.03				0.13		0.049	0.001						0.33				0.01		0.013																
CS 40/C		0.001			0.0001			0.036	0.0006			0.066	19.27	0.222		62.1143									9.81	0.285	0.287	0.002		7.19		0.025	0.005						0.002			0.019	0.381		0.002						0.001			0.001		0.139	0.138			0.003	
CS 60/C		0.018			0.0001			0.074	0.006			0.102	16.2	0.431		61.4799									8.81	0.147	0.166	0.002		8.32		0.022	0.008						0.001			0.017	4.08		0.008						0.001			0.011		0.092	0.001			0.003	
CS M50/D		0.001			0.003			0.82	0.0002			0.01	4.13	0.036		89.2683									0.235	4.17		0.005		0.07		0.012	0.0005						0.01			0.003	0.21		0.002						0.01			0.01		0.98	0.01			0.004	
CS PH13-8MO		1.04			0.0005			0.04	0.0004			0.04	12.3	0.029		75.7476									0.043	2.2	0.003	0.005		8.44		0.005	0.005						0.0025			0.005	0.05		0.005						0.005			0.02		0.005	0.005			0.004	
CSM 1		0.086							0.0005							97.5935									1.57	0.32		0.053		0.03		0.012							0.005				0.33																		
CSM 2		0.053							0.0011							96.6669									2.23	0.58		0.054		0.03		0.012							0.013				0.36																		
CSM 4		0.046							0.007							96.793									2.23	0.34		0.053		0.03		0.011							0.01				0.48																		
CSM 5		0.044							0.02							96.77									2.17	0.29		0.051		0.03		0.005							0.01				0.61																		
CSM CA-12								0.086	0.00045				0.023	0.029		97.46455									1.68	0.35				0.023		0.01							0.014				0.32																		
CSM CA-140								0.11	0.015				0.018	0.014		96.579									2.32	0.33				0.022		0.004							0.008				0.58																		
CSM CA-20								0.14	0.0012				0.019	0.029		96.4728									2.35	0.59				0.019		0.012							0.017				0.35																		
CSM CA-72								0.11	0.0063				0.02	0.027		97.4167									1.55	0.37				0.018		0.01							0.012				0.46																		
CT 312		0.01						0.126				0.11	29.8	0.15		58.339									1.6	0.22				8.93		0.024							0.011				0.46											0.11		0.09	0.02				
CT 484		0.25	0.016					0.22			0.016	0.11	1.22	0.23		94.5914									1.28	0.27		0.22		0.49		0.05	0.0026						0.034				0.42								0.15			0.25		0.14				0.04	
CTIF 1321								2.63					0.07	0.05		93.472									0.67	0.12				0.46		0.27							0.17				1.96		0.07									0.04		0.018					
CTIF 1321/2								2.63					0.07	0.05		93.472									0.67	0.12				0.46		0.27							0.17				1.96		0.07									0.04		0.018					
CTIF 1321/A87								2.63					0.07	0.05		93.472									0.67	0.12				0.46		0.27							0.17				1.96		0.07									0.04		0.018					
CTIF 1350								2.53					1.26	1.03		89.835									0.7	0.99				1.75		0.042							0.053				1.81																		
CTIF 13-8		0.0023						3.3095					0.7835	0.0247		90.00522									1.2698	0.0092				1.81008		0.0993							0.0304				2.6274											0.0286							
CTIF 1380								3.22					0.21	0.155		92.817									0.215	0.445				0.19		1.285							0.021				1.11		0.121									0.036		0.175					
CTIF 1380/2								3.22					0.21	0.155		92.817									0.215	0.445				0.19		1.285							0.021				1.11		0.121									0.036		0.175					
CTIF 1380/3								3.22					0.21	0.155		92.817									0.215	0.445				0.19		1.285							0.021				1.11		0.121									0.036		0.175					
CTIF 1525								2.4					3	0.034		89.035									0.23					4.92		0.12							0.021				0.24																		
CTIF 1582/A245								3.7								93.824								0.016	0.274					0.54		0.026											1.62																		
CTIF 1582/A250								3.7								93.824								0.016	0.274					0.54		0.026											1.62																		
CTIF 1582/A71								3.74					0.035	0.025		93.742								0.05	0.252					0.54		0.026											1.59																		
CTIF 1588/A240								3.4								92.729								0.078	0.325					0.78		0.048											2.64																		
CTIF 1588/A53								3.4					0.042	0.014		92.646								0.105	0.325					0.78		0.048											2.64																		
CTIF 1721								3.52					0.37	0.11		93.309									0.7	0.2				0.119		0.705							0.11				0.65											0.115		0.092					
CTIF 1721/2								3.52					0.37	0.11		93.309									0.7	0.2				0.119		0.705							0.11				0.65											0.115		0.092					
